,Year,Country of origin,Country of asylum,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,International total
28869,2022,Portugal,United Kingdom of Great Britain and Northern Ireland,0,5,0,5
28870,2022,Qatar,United Kingdom of Great Britain and Northern Ireland,17,14,0,31
28871,2022,Romania,United Kingdom of Great Britain and Northern Ireland,0,14,0,14
28872,2022,South Africa,United Kingdom of Great Britain and Northern Ireland,123,144,0,267
28873,2022,Russian Federation,United Kingdom of Great Britain and Northern Ireland,927,797,0,1724
28874,2022,Rwanda,United Kingdom of Great Britain and Northern Ireland,100,46,0,146
28875,2022,El Salvador,United Kingdom of Great Britain and Northern Ireland,979,3177,0,4156
28876,2022,Saudi Arabia,United Kingdom of Great Britain and Northern Ireland,309,258,0,567
28877,2022,Serbia and Kosovo: S/RES/1244 (1999),United Kingdom of Great Britain and Northern Ireland,72,72,0,144
28878,2022,Senegal,United Kingdom of Great Britain and Northern Ireland,94,77,0,171
28879,2022,Seychelles,United Kingdom of Great Britain and Northern Ireland,9,0,0,9
28880,2022,Singapore,United Kingdom of Great Britain and Northern Ireland,5,6,0,11
28881,2022,Sierra Leone,United Kingdom of Great Britain and Northern Ireland,328,325,0,653
28882,2022,Somalia,United Kingdom of Great Britain and Northern Ireland,2425,1311,0,3736
28883,2022,Viet Nam,United Kingdom of Great Britain and Northern Ireland,3107,3851,0,6958
28884,2022,Saint Kitts and Nevis,United Kingdom of Great Britain and Northern Ireland,6,25,0,31
28885,2022,Sudan,United Kingdom of Great Britain and Northern Ireland,11371,4513,0,15884
28886,2022,South Sudan,United Kingdom of Great Britain and Northern Ireland,92,165,0,257
28887,2022,Eswatini,United Kingdom of Great Britain and Northern Ireland,52,5,0,57
28888,2022,Sweden,United Kingdom of Great Britain and Northern Ireland,0,5,0,5
28889,2022,Syrian Arab Rep.,United Kingdom of Great Britain and Northern Ireland,12155,5898,0,18053
28890,2022,United Rep. of Tanzania,United Kingdom of Great Britain and Northern Ireland,111,92,0,203
28891,2022,Thailand,United Kingdom of Great Britain and Northern Ireland,35,131,0,166
28892,2022,Tajikistan,United Kingdom of Great Britain and Northern Ireland,14,56,0,70
28893,2022,Turkmenistan,United Kingdom of Great Britain and Northern Ireland,21,46,0,67
28894,2022,Timor-Leste,United Kingdom of Great Britain and Northern Ireland,0,8,0,8
28895,2022,Togo,United Kingdom of Great Britain and Northern Ireland,16,36,0,52
28896,2022,Trinidad and Tobago,United Kingdom of Great Britain and Northern Ireland,102,218,0,320
28897,2022,Tunisia,United Kingdom of Great Britain and Northern Ireland,69,133,0,202
28898,2022,Türkiye,United Kingdom of Great Britain and Northern Ireland,2802,2226,0,5028
28899,2022,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,22,15,0,37
28900,2022,Uganda,United Kingdom of Great Britain and Northern Ireland,1122,313,0,1435
28901,2022,Ukraine,United Kingdom of Great Britain and Northern Ireland,91223,709,0,91932
28902,2022,United States of America,United Kingdom of Great Britain and Northern Ireland,67,117,0,184
28903,2022,Uzbekistan,United Kingdom of Great Britain and Northern Ireland,67,107,0,174
28904,2022,Vanuatu,United Kingdom of Great Britain and Northern Ireland,0,6,0,6
28905,2022,Saint Vincent and the Grenadines,United Kingdom of Great Britain and Northern Ireland,39,49,0,88
28906,2022,Venezuela (Bolivarian Republic of),United Kingdom of Great Britain and Northern Ireland,66,44,0,110
28907,2022,Samoa,United Kingdom of Great Britain and Northern Ireland,0,5,0,5
28908,2022,Western Sahara,United Kingdom of Great Britain and Northern Ireland,11,6,0,17
28909,2022,Yemen,United Kingdom of Great Britain and Northern Ireland,1435,926,0,2361
28910,2022,Zambia,United Kingdom of Great Britain and Northern Ireland,82,55,0,137
28911,2022,Zimbabwe,United Kingdom of Great Britain and Northern Ireland,1038,456,0,1494
28912,2022,Stateless,United Kingdom of Great Britain and Northern Ireland,3088,2102,0,5190
28913,2022,Unknown ,United Kingdom of Great Britain and Northern Ireland,1977,203,0,2180
28914,2022,Afghanistan,Georgia,53,29,0,82
28915,2022,Egypt,Georgia,69,45,0,114
28916,2022,Azerbaijan,Georgia,0,5,0,5
28917,2022,Belarus,Georgia,0,12,0,12
28918,2022,Cameroon,Georgia,0,5,0,5
28919,2022,Dem. Rep. of the Congo,Georgia,5,5,0,10
28920,2022,Cuba,Georgia,0,5,0,5
28921,2022,Eritrea,Georgia,10,24,0,34
28922,2022,Ethiopia,Georgia,0,6,0,6
28923,2022,Palestinian,Georgia,0,10,0,10
28924,2022,Georgia,Georgia,0,0,291358,0
28925,2022,Ghana,Georgia,0,9,0,9
28926,2022,India,Georgia,0,5,0,5
28927,2022,Iran (Islamic Rep. of),Georgia,44,372,0,416
28928,2022,Iraq,Georgia,377,25,0,402
28929,2022,Jordan,Georgia,0,32,0,32
28930,2022,Kazakhstan,Georgia,5,10,0,15
28931,2022,Kyrgyzstan,Georgia,0,5,0,5
28932,2022,Lebanon,Georgia,11,29,0,40
28933,2022,Nigeria,Georgia,0,28,0,28
28934,2022,Pakistan,Georgia,12,0,0,12
28935,2022,South Africa,Georgia,0,8,0,8
28936,2022,Russian Federation,Georgia,222,97,0,319
28937,2022,Saudi Arabia,Georgia,0,5,0,5
28938,2022,Somalia,Georgia,7,10,0,17
28939,2022,Sudan,Georgia,6,0,0,6
28940,2022,Syrian Arab Rep.,Georgia,448,17,0,465
28941,2022,Thailand,Georgia,0,5,0,5
28942,2022,Tajikistan,Georgia,5,9,0,14
28943,2022,Turkmenistan,Georgia,0,8,0,8
28944,2022,Türkiye,Georgia,0,182,0,182
28945,2022,Ukraine,Georgia,22647,113,0,22760
28946,2022,Uzbekistan,Georgia,0,5,0,5
28947,2022,Yemen,Georgia,65,16,0,81
28948,2022,Stateless,Georgia,0,0,0,0
28949,2022,Unknown ,Georgia,38,24,0,62
28950,2022,Afghanistan,Germany,183631,41300,0,224931
28951,2022,Albania,Germany,1309,1531,0,2840
28952,2022,Algeria,Germany,986,1102,0,2088
28953,2022,Angola,Germany,846,400,0,1246
28954,2022,Egypt,Germany,2621,1133,0,3754
28955,2022,Argentina,Germany,18,19,0,37
28956,2022,Armenia,Germany,4180,1894,0,6074
28957,2022,Australia,Germany,9,0,0,9
28958,2022,Austria,Germany,5,0,0,5
28959,2022,Azerbaijan,Germany,5532,2399,0,7931
28960,2022,Bahrain,Germany,68,0,0,68
28961,2022,Burundi,Germany,134,57,0,191
28962,2022,Belgium,Germany,7,0,0,7
28963,2022,Benin,Germany,113,139,0,252
28964,2022,Bangladesh,Germany,874,289,0,1163
28965,2022,Bhutan,Germany,21,0,0,21
28966,2022,Burkina Faso,Germany,120,158,0,278
28967,2022,Belarus,Germany,905,396,0,1301
28968,2022,Bolivia (Plurinational State of),Germany,7,11,0,18
28969,2022,Botswana,Germany,6,0,0,6
28970,2022,Brazil,Germany,36,55,0,91
28971,2022,Bosnia and Herzegovina,Germany,1356,873,0,2229
28972,2022,Bulgaria,Germany,81,5,0,86
28973,2022,Cambodia,Germany,34,31,0,65
28974,2022,Canada,Germany,41,0,0,41
28975,2022,Central African Rep.,Germany,54,6,0,60
28976,2022,Chad,Germany,121,190,0,311
28977,2022,China,Germany,2222,337,0,2559
28978,2022,Chile,Germany,156,13,0,169
28979,2022,Cameroon,Germany,1248,1382,0,2630
28980,2022,Congo,Germany,306,61,0,367
28981,2022,Dem. Rep. of the Congo,Germany,1562,535,0,2097
28982,2022,Comoros,Germany,0,13,0,13
28983,2022,Colombia,Germany,113,1386,0,1499
28984,2022,Costa Rica,Germany,0,5,0,5
28985,2022,Cuba,Germany,98,81,0,179
28986,2022,Cabo Verde,Germany,0,5,0,5
28987,2022,Czechia,Germany,397,5,0,402
28988,2022,Djibouti,Germany,45,28,0,73
28989,2022,Dominica,Germany,5,0,0,5
28990,2022,Dominican Rep.,Germany,10,5,0,15
28991,2022,Ecuador,Germany,23,5,0,28
28992,2022,Equatorial Guinea,Germany,28,5,0,33
28993,2022,Eritrea,Germany,64496,2746,0,67242
28994,2022,Ethiopia,Germany,6912,2975,0,9887
28995,2022,France,Germany,12,0,0,12
28996,2022,Gabon,Germany,21,22,0,43
28997,2022,Gambia,Germany,1492,1138,0,2630
28998,2022,Palestinian,Germany,2157,1099,0,3256
28999,2022,United Kingdom of Great Britain and Northern Ireland,Germany,35,0,0,35
29000,2022,Georgia,Germany,1883,5946,0,7829
29001,2022,Ghana,Germany,973,713,0,1686
29002,2022,Guinea-Bissau,Germany,123,74,0,197
29003,2022,Greece,Germany,45,5,0,50
29004,2022,Guatemala,Germany,5,13,0,18
29005,2022,Guinea,Germany,4460,2741,0,7201
29006,2022,Haiti,Germany,17,33,0,50
29007,2022,"China, Hong Kong SAR",Germany,5,7,0,12
29008,2022,Honduras,Germany,81,58,0,139
29009,2022,Croatia,Germany,264,5,0,269
29010,2022,Hungary,Germany,228,5,0,233
29011,2022,Iceland,Germany,92,0,0,92
29012,2022,Cote d'Ivoire,Germany,829,927,0,1756
29013,2022,India,Germany,700,536,0,1236
29014,2022,Indonesia,Germany,17,5,0,22
29015,2022,Iran (Islamic Rep. of),Germany,47658,12419,0,60077
29016,2022,Iraq,Germany,151254,29368,0,180622
29017,2022,Israel,Germany,40,28,0,68
29018,2022,Italy,Germany,35,10,0,45
29019,2022,Jamaica,Germany,80,42,0,122
29020,2022,Jordan,Germany,761,388,0,1149
29021,2022,Japan,Germany,28,5,0,33
29022,2022,Kazakhstan,Germany,309,162,0,471
29023,2022,Kenya,Germany,189,495,0,684
29024,2022,Kyrgyzstan,Germany,434,103,0,537
29025,2022,Rep. of Korea,Germany,25,5,0,30
29026,2022,Dem. People's Rep. of Korea,Germany,91,5,0,96
29027,2022,Kuwait,Germany,45,68,0,113
29028,2022,Lao People's Dem. Rep.,Germany,41,0,0,41
29029,2022,Liberia,Germany,156,238,0,394
29030,2022,Libya,Germany,2932,1044,0,3976
29031,2022,Lebanon,Germany,2514,1807,0,4321
29032,2022,Sri Lanka,Germany,3652,398,0,4050
29033,2022,Lithuania,Germany,10,0,0,10
29034,2022,Latvia,Germany,9,0,0,9
29035,2022,Madagascar,Germany,5,12,0,17
29036,2022,Mauritania,Germany,71,82,0,153
29037,2022,North Macedonia,Germany,624,2569,0,3193
29038,2022,Rep. of Moldova,Germany,1003,2285,0,3288
29039,2022,Mexico,Germany,29,10,0,39
29040,2022,Mali,Germany,404,310,0,714
29041,2022,Malaysia,Germany,19,7,0,26
29042,2022,Malawi,Germany,7,0,0,7
29043,2022,Mongolia,Germany,244,206,0,450
29044,2022,Morocco,Germany,2218,1080,0,3298
29045,2022,Mozambique,Germany,14,26,0,40
29046,2022,Montenegro,Germany,214,231,0,445
29047,2022,Mauritius,Germany,5,0,0,5
29048,2022,Myanmar,Germany,949,399,0,1348
29049,2022,Namibia,Germany,7,55,0,62
29050,2022,Nepal,Germany,67,18,0,85
29051,2022,Netherlands,Germany,32,5,0,37
29052,2022,Niger,Germany,77,99,0,176
29053,2022,Nicaragua,Germany,8,270,0,278
29054,2022,Nigeria,Germany,12155,9715,0,21870
29055,2022,Norway,Germany,5,0,0,5
29056,2022,New Zealand,Germany,7,0,0,7
29057,2022,Oman,Germany,8,10,0,18
29058,2022,Pakistan,Germany,9250,3585,0,12835
29059,2022,Panama,Germany,0,5,0,5
29060,2022,Paraguay,Germany,5,9,0,14
29061,2022,Peru,Germany,50,42,0,92
29062,2022,Philippines,Germany,50,29,0,79
29063,2022,Poland,Germany,569,5,0,574
29064,2022,Portugal,Germany,5,0,0,5
29065,2022,Qatar,Germany,5,0,0,5
29066,2022,Romania,Germany,146,5,0,151
29067,2022,South Africa,Germany,27,44,0,71
29068,2022,Russian Federation,Germany,13334,9445,0,22779
29069,2022,Rwanda,Germany,361,586,0,947
29070,2022,El Salvador,Germany,185,80,0,265
29071,2022,Saudi Arabia,Germany,199,30,0,229
29072,2022,Serbia and Kosovo: S/RES/1244 (1999),Germany,6257,2142,0,8399
29073,2022,Senegal,Germany,224,291,0,515
29074,2022,Singapore,Germany,7,0,0,7
29075,2022,Sierra Leone,Germany,864,558,0,1422
29076,2022,Solomon Islands,Germany,6,0,0,6
29077,2022,Somalia,Germany,32155,6004,0,38159
29078,2022,Spain,Germany,23,9,0,32
29079,2022,Viet Nam,Germany,2284,269,0,2553
29080,2022,Sudan,Germany,3191,905,0,4096
29081,2022,South Sudan,Germany,122,58,0,180
29082,2022,Slovakia,Germany,73,0,0,73
29083,2022,Slovenia,Germany,7,0,0,7
29084,2022,Eswatini,Germany,5,5,0,10
29085,2022,Sweden,Germany,11,0,0,11
29086,2022,Syrian Arab Rep.,Germany,664238,43628,0,707866
29087,2022,United Rep. of Tanzania,Germany,93,255,0,348
29088,2022,Thailand,Germany,35,18,0,53
29089,2022,Tajikistan,Germany,1775,977,0,2752
29090,2022,Turkmenistan,Germany,1096,138,0,1234
29091,2022,Togo,Germany,1023,336,0,1359
29092,2022,Trinidad and Tobago,Germany,7,5,0,12
29093,2022,Tunisia,Germany,478,840,0,1318
29094,2022,Türkiye,Germany,38755,17129,0,55884
29095,2022,United Arab Emirates,Germany,34,0,0,34
29096,2022,Uganda,Germany,286,345,0,631
29097,2022,Ukraine,Germany,876311,1512,0,877823
29098,2022,Uruguay,Germany,13,0,0,13
29099,2022,United States of America,Germany,207,37,0,244
29100,2022,Uzbekistan,Germany,687,128,0,815
29101,2022,Saint Vincent and the Grenadines,Germany,5,0,0,5
29102,2022,Venezuela (Bolivarian Republic of),Germany,1289,1338,0,2627
29103,2022,Yemen,Germany,3647,1180,0,4827
29104,2022,Zambia,Germany,12,9,0,21
29105,2022,Zimbabwe,Germany,347,205,0,552
29106,2022,Stateless,Germany,13106,639,0,13745
29107,2022,Unknown ,Germany,39463,5990,0,45453
29108,2022,Afghanistan,Ghana,7,0,0,7
29109,2022,Egypt,Ghana,0,16,0,16
29110,2022,Burundi,Ghana,14,15,0,29
29111,2022,Benin,Ghana,15,5,0,20
29112,2022,Central African Rep.,Ghana,199,90,0,289
29113,2022,Chad,Ghana,40,22,0,62
29114,2022,Cameroon,Ghana,436,267,0,703
29115,2022,Congo,Ghana,5,0,0,5
29116,2022,Dem. Rep. of the Congo,Ghana,69,19,0,88
29117,2022,Eritrea,Ghana,129,70,0,199
29118,2022,Ethiopia,Ghana,11,6,0,17
29119,2022,Palestinian,Ghana,19,10,0,29
29120,2022,Cote d'Ivoire,Ghana,859,679,0,1538
29121,2022,Iraq,Ghana,16,5,0,21
29122,2022,Liberia,Ghana,632,0,0,632
29123,2022,Libya,Ghana,7,6,0,13
29124,2022,Lebanon,Ghana,11,0,0,11
29125,2022,Mali,Ghana,0,5,0,5
29126,2022,Nigeria,Ghana,16,11,0,27
29127,2022,Pakistan,Ghana,60,10,0,70
29128,2022,Rwanda,Ghana,26,5,0,31
29129,2022,Sierra Leone,Ghana,89,16,0,105
29130,2022,Somalia,Ghana,79,24,0,103
29131,2022,Sudan,Ghana,601,107,0,708
29132,2022,South Sudan,Ghana,7,5,0,12
29133,2022,Syrian Arab Rep.,Ghana,246,75,0,321
29134,2022,Togo,Ghana,3263,69,0,3332
29135,2022,Türkiye,Ghana,72,8,0,80
29136,2022,Uganda,Ghana,11,0,0,11
29137,2022,Ukraine,Ghana,0,5,0,5
29138,2022,Uzbekistan,Ghana,9,0,0,9
29139,2022,Yemen,Ghana,17,9,0,26
29140,2022,Burundi,Guinea-Bissau,5,0,0,5
29141,2022,Cote d'Ivoire,Guinea-Bissau,6,6,0,12
29142,2022,Liberia,Guinea-Bissau,8,0,0,8
29143,2022,Nigeria,Guinea-Bissau,0,6,0,6
29144,2022,Senegal,Guinea-Bissau,0,8,0,8
29145,2022,Sierra Leone,Guinea-Bissau,10,5,0,15
29146,2022,Türkiye,Guinea-Bissau,0,5,0,5
29147,2022,Afghanistan,Greece,33549,3407,0,36956
29148,2022,Albania,Greece,184,803,0,987
29149,2022,Algeria,Greece,137,75,0,212
29150,2022,Angola,Greece,17,51,0,68
29151,2022,Egypt,Greece,432,1875,0,2307
29152,2022,Armenia,Greece,11,32,0,43
29153,2022,Azerbaijan,Greece,5,0,0,5
29154,2022,Burundi,Greece,77,21,0,98
29155,2022,Bangladesh,Greece,352,2794,0,3146
29156,2022,Burkina Faso,Greece,47,22,0,69
29157,2022,Belarus,Greece,6,6,0,12
29158,2022,Central African Rep.,Greece,22,5,0,27
29159,2022,Chad,Greece,13,0,0,13
29160,2022,China,Greece,114,112,0,226
29161,2022,Cameroon,Greece,1047,373,0,1420
29162,2022,Congo,Greece,168,48,0,216
29163,2022,Dem. Rep. of the Congo,Greece,2384,1678,0,4062
29164,2022,Comoros,Greece,8,34,0,42
29165,2022,Cuba,Greece,18,109,0,127
29166,2022,Djibouti,Greece,17,6,0,23
29167,2022,Dominican Rep.,Greece,10,5,0,15
29168,2022,Equatorial Guinea,Greece,5,0,0,5
29169,2022,Eritrea,Greece,1439,199,0,1638
29170,2022,Ethiopia,Greece,547,62,0,609
29171,2022,Gabon,Greece,5,7,0,12
29172,2022,Gambia,Greece,122,70,0,192
29173,2022,Palestinian,Greece,6366,234,0,6600
29174,2022,Georgia,Greece,259,450,0,709
29175,2022,Ghana,Greece,99,196,0,295
29176,2022,Guinea,Greece,230,85,0,315
29177,2022,Haiti,Greece,50,7,0,57
29178,2022,Cote d'Ivoire,Greece,114,31,0,145
29179,2022,India,Greece,49,276,0,325
29180,2022,Indonesia,Greece,14,21,0,35
29181,2022,Iran (Islamic Rep. of),Greece,3491,516,0,4007
29182,2022,Iraq,Greece,14228,846,0,15074
29183,2022,Jordan,Greece,43,6,0,49
29184,2022,Kazakhstan,Greece,5,0,0,5
29185,2022,Kenya,Greece,30,9,0,39
29186,2022,Kuwait,Greece,166,7,0,173
29187,2022,Liberia,Greece,5,0,0,5
29188,2022,Libya,Greece,71,13,0,84
29189,2022,Lebanon,Greece,95,24,0,119
29190,2022,Sri Lanka,Greece,55,23,0,78
29191,2022,Mauritania,Greece,67,5,0,72
29192,2022,North Macedonia,Greece,0,5,0,5
29193,2022,Rep. of Moldova,Greece,14,32,0,46
29194,2022,Mali,Greece,177,37,0,214
29195,2022,Morocco,Greece,234,92,0,326
29196,2022,Myanmar,Greece,103,6,0,109
29197,2022,Nepal,Greece,29,45,0,74
29198,2022,Niger,Greece,19,5,0,24
29199,2022,Nigeria,Greece,378,146,0,524
29200,2022,Pakistan,Greece,1340,2600,0,3940
29201,2022,Philippines,Greece,6,5,0,11
29202,2022,Russian Federation,Greece,21,35,0,56
29203,2022,Rwanda,Greece,9,0,0,9
29204,2022,El Salvador,Greece,12,0,0,12
29205,2022,Saudi Arabia,Greece,8,0,0,8
29206,2022,Serbia and Kosovo: S/RES/1244 (1999),Greece,23,6,0,29
29207,2022,Senegal,Greece,64,40,0,104
29208,2022,Sierra Leone,Greece,302,171,0,473
29209,2022,Somalia,Greece,4698,744,0,5442
29210,2022,Viet Nam,Greece,5,0,0,5
29211,2022,Sudan,Greece,594,50,0,644
29212,2022,South Sudan,Greece,56,9,0,65
29213,2022,Syrian Arab Rep.,Greece,41594,2188,0,43782
29214,2022,United Rep. of Tanzania,Greece,13,5,0,18
29215,2022,Tajikistan,Greece,5,0,0,5
29216,2022,Turkmenistan,Greece,7,5,0,12
29217,2022,Togo,Greece,93,52,0,145
29218,2022,Tunisia,Greece,30,15,0,45
29219,2022,Türkiye,Greece,1502,1026,0,2528
29220,2022,Uganda,Greece,79,37,0,116
29221,2022,Ukraine,Greece,16882,129,0,17011
29222,2022,Uzbekistan,Greece,12,0,0,12
29223,2022,Venezuela (Bolivarian Republic of),Greece,15,5,0,20
29224,2022,Western Sahara,Greece,10,5,0,15
29225,2022,Yemen,Greece,1041,39,0,1080
29226,2022,Zimbabwe,Greece,13,0,0,13
29227,2022,Stateless,Greece,809,35,0,844
29228,2022,Unknown ,Greece,11050,5,0,11055
29229,2022,Venezuela (Bolivarian Republic of),Grenada,0,0,0,0
29230,2022,Brazil,Guatemala,0,5,0,5
29231,2022,Congo,Guatemala,0,5,0,5
29232,2022,Colombia,Guatemala,10,16,0,26
29233,2022,Cuba,Guatemala,11,15,0,26
29234,2022,Guatemala,Guatemala,0,0,0,0
29235,2022,Guinea,Guatemala,0,7,0,7
29236,2022,Haiti,Guatemala,0,0,0,0
29237,2022,Honduras,Guatemala,128,569,0,697
29238,2022,Sri Lanka,Guatemala,0,5,0,5
29239,2022,Mexico,Guatemala,0,9,0,9
29240,2022,Nicaragua,Guatemala,88,220,0,308
29241,2022,Russian Federation,Guatemala,5,0,0,5
29242,2022,El Salvador,Guatemala,317,513,0,830
29243,2022,Ukraine,Guatemala,0,5,0,5
29244,2022,Venezuela (Bolivarian Republic of),Guatemala,52,103,0,155
29245,2022,Burundi,Guinea,6,0,0,6
29246,2022,Central African Rep.,Guinea,31,0,0,31
29247,2022,Cameroon,Guinea,5,0,0,5
29248,2022,Congo,Guinea,9,0,0,9
29249,2022,Dem. Rep. of the Congo,Guinea,60,0,0,60
29250,2022,Eritrea,Guinea,14,0,0,14
29251,2022,Gambia,Guinea,5,0,0,5
29252,2022,Cote d'Ivoire,Guinea,2161,0,0,2161
29253,2022,Liberia,Guinea,335,20,0,355
29254,2022,Sri Lanka,Guinea,10,0,0,10
29255,2022,Mali,Guinea,9,0,0,9
29256,2022,Nigeria,Guinea,10,0,0,10
29257,2022,Rwanda,Guinea,10,0,0,10
29258,2022,Sierra Leone,Guinea,1651,33,0,1684
29259,2022,Somalia,Guinea,6,0,0,6
29260,2022,Syrian Arab Rep.,Guinea,14,0,0,14
29261,2022,Togo,Guinea,8,0,0,8
29262,2022,Afghanistan,Guyana,0,5,0,5
29263,2022,Cuba,Guyana,23,113,0,136
29264,2022,Haiti,Guyana,0,17,0,17
29265,2022,Venezuela (Bolivarian Republic of),Guyana,0,0,0,0
29266,2022,Afghanistan,"China, Hong Kong SAR",11,0,0,11
29267,2022,Egypt,"China, Hong Kong SAR",13,0,0,13
29268,2022,Burundi,"China, Hong Kong SAR",10,0,0,10
29269,2022,Bangladesh,"China, Hong Kong SAR",15,0,0,15
29270,2022,Central African Rep.,"China, Hong Kong SAR",5,0,0,5
29271,2022,Cameroon,"China, Hong Kong SAR",5,0,0,5
29272,2022,Dem. Rep. of the Congo,"China, Hong Kong SAR",7,0,0,7
29273,2022,Ethiopia,"China, Hong Kong SAR",7,0,0,7
29274,2022,Palestinian,"China, Hong Kong SAR",5,0,0,5
29275,2022,Indonesia,"China, Hong Kong SAR",13,0,0,13
29276,2022,Sri Lanka,"China, Hong Kong SAR",20,0,0,20
29277,2022,Nepal,"China, Hong Kong SAR",8,0,0,8
29278,2022,Pakistan,"China, Hong Kong SAR",25,0,0,25
29279,2022,Philippines,"China, Hong Kong SAR",8,0,0,8
29280,2022,Rwanda,"China, Hong Kong SAR",35,0,0,35
29281,2022,Somalia,"China, Hong Kong SAR",32,0,0,32
29282,2022,Sudan,"China, Hong Kong SAR",5,0,0,5
29283,2022,Uganda,"China, Hong Kong SAR",5,0,0,5
29284,2022,Yemen,"China, Hong Kong SAR",44,0,0,44
29285,2022,Zimbabwe,"China, Hong Kong SAR",5,0,0,5
29286,2022,Colombia,Honduras,5,0,0,5
29287,2022,Cuba,Honduras,0,5,0,5
29288,2022,Ecuador,Honduras,0,0,0,0
29289,2022,Haiti,Honduras,0,0,0,0
29290,2022,Honduras,Honduras,0,0,247090,0
29291,2022,Nicaragua,Honduras,124,101,0,225
29292,2022,El Salvador,Honduras,26,0,0,26
29293,2022,Venezuela (Bolivarian Republic of),Honduras,9,5,0,14
29294,2022,Unknown ,Honduras,0,0,0,0
29295,2022,Afghanistan,Croatia,98,483,0,581
29296,2022,Algeria,Croatia,0,5,0,5
29297,2022,Egypt,Croatia,8,0,0,8
29298,2022,Azerbaijan,Croatia,5,0,0,5
29299,2022,Burundi,Croatia,0,33,0,33
29300,2022,Bangladesh,Croatia,7,7,0,14
29301,2022,Belarus,Croatia,5,0,0,5
29302,2022,Cameroon,Croatia,5,23,0,28
29303,2022,Congo,Croatia,5,0,0,5
29304,2022,Dem. Rep. of the Congo,Croatia,7,19,0,26
29305,2022,Cuba,Croatia,0,66,0,66
